0,-15.607,119.687
1,-13.553,119.451
2,-9.961,117.693
3,-9.296,117.693
4,-2.793,120.499
5,0.0,120.529
6,2.688,119.908
7,17.823,119.927
8,19.087,119.77
9,25.722,119.682
10,26.517,119.667
11,29.832,117.704
12,33.118,117.434
13,51.814,117.434
14,69.604,117.356
15,79.464,116.925
16,89.078,117.233
17,93.145,117.171
18,94.809,117.048
19,95.919,117.849
20,100.171,117.726
21,102.205,119.142
22,103.284,119.142
23,104.62,119.668
24,107.14,119.819
25,111.451,121.67
26,114.442,121.564
27,120.313,119.186
28,127.475,119.21
