0,-6.618,136.626
1,-4.855,137.649
2,0.0,137.82
3,2.281,136.608
4,3.429,136.527
5,5.583,135.693
6,9.004,135.411
7,11.755,134.335
8,13.338,133.918
9,15.257,133.254
10,22.494,132.915
11,24.135,132.915
12,29.115,133.169
13,29.115,133.968
14,41.435,134.305
15,45.069,136.394
16,45.911,137.689
17,47.425,137.864
18,49.934,139.091
19,51.502,139.173
20,57.774,139.189
21,58.261,139.189
22,58.261,139.353
23,58.478,139.353
24,58.478,139.171
25,61.015,139.094
26,66.463,136.199
27,66.463,135.633
28,67.165,135.633
29,67.165,136.222
30,67.731,136.782
31,68.5,136.782
32,68.5,136.556
33,73.048,136.556
