0,-22.611,110.744
1,-21.175,109.872
2,-18.71,107.301
3,-16.145,107.301
4,-15.523,108.825
5,-14.288,109.64
6,-10.438,110.07
7,-6.585,111.309
8,-4.075,111.309
9,-1.52,112.036
10,0.0,112.036
11,1.589,111.42
12,2.155,111.42
13,2.617,111.42
14,5.811,109.405
15,6.986,109.299
16,8.41,107.749
17,11.209,107.805
18,13.199,107.925
19,14.419,108.066
20,14.999,108.336
21,18.016,108.285
22,18.865,108.863
23,22.741,109.055
24,24.6,109.669
25,25.207,110.481
26,25.946,110.481
27,27.634,109.75
28,32.621,109.456
29,36.019,111.421
30,37.195,111.487
31,38.289,112.37
32,41.871,112.37
33,46.465,109.035
34,47.159,109.035
35,47.646,109.257
36,47.986,109.257
37,48.142,109.04
38,53.459,109.04
