0,-4.685,125.403
1,-2.247,126.452
2,-1.444,126.452
3,0.0,127.24
4,4.543,127.24
5,7.039,126.145
6,37.731,126.207
7,42.748,126.099
8,44.109,126.099
9,46.886,125.011
10,48.506,123.637
11,57.604,123.637
12,70.749,123.361
13,71.836,123.956
14,81.126,124.096
15,86.419,124.096
16,106.177,123.678
17,109.577,125.535
18,113.714,125.149
19,117.009,123.713
20,123.121,123.662
21,124.377,124.301
22,126.736,124.323
23,131.364,127.032
24,132.554,126.988
25,133.568,127.472
26,134.003,127.472
27,144.33,127.164
28,146.562,125.79
29,147.001,125.79
30,147.001,125.475
31,150.656,125.475
