0,-5.088,105.473
1,-4.957,105.656
2,-4.848,105.711
3,-4.519,105.711
4,-3.926,105.362
5,-3.583,105.362
6,-2.33,106.167
7,0.0,107.384
8,2.664,107.384
9,3.133,107.105
10,4.369,107.07
11,7.847,104.802
12,10.796,104.581
13,11.383,103.241
14,18.335,103.649
15,19.344,104.256
16,27.804,104.426
17,29.729,105.6
18,36.942,105.6
19,38.327,106.476
20,40.043,106.526
21,43.188,107.865
22,43.28,107.904
23,44.211,107.904
24,45.94,107.213
25,48.312,105.961
26,50.641,105.487
27,88.452,105.487
