0,-4.152,111.333
1,0.0,113.89
2,4.463,113.89
3,7.644,112.432
4,16.443,112.47
5,19.695,110.557
6,22.194,110.436
7,22.447,110.062
8,23.489,110.062
9,24.526,110.324
10,27.692,110.324
11,34.385,109.797
12,40.336,110.276
13,40.888,109.541
14,42.634,109.541
15,43.795,110.696
16,46.829,110.583
17,50.385,112.482
18,51.966,112.482
19,54.118,112.657
20,55.482,113.393
21,60.007,113.393
22,66.026,110.782
23,66.026,110.06
24,67.15,110.06
25,69.151,110.771
26,71.157,110.38
27,81.527,110.282
28,82.662,109.824
29,85.707,109.824
