0,-5.891,122.516
1,-5.891,122.025
2,-5.303,122.025
3,-5.303,122.535
4,-4.352,122.535
5,-2.147,123.602
6,-1.226,123.842
7,0.0,124.6
8,3.961,124.6
9,5.723,124.392
10,8.593,122.885
11,9.174,122.799
12,10.211,122.799
13,12.361,121.467
14,17.261,120.647
15,18.318,120.101
16,18.949,118.772
17,28.101,119.613
18,39.487,119.988
19,51.699,120.164
20,59.43,119.988
21,61.637,120.421
22,72.16,121.139
23,73.734,122.408
24,74.121,122.684
25,77.628,122.739
26,78.567,122.215
27,109.2,122.781
28,129.757,122.362
29,133.242,123.854
30,149.032,123.57
