0,-0.974,128.378
1,0.0,128.861
2,4.457,128.8
3,6.438,127.721
4,59.053,127.702
5,60.361,127.548
6,62.978,125.753
7,66.956,125.446
8,68.099,124.367
9,75.249,124.496
10,77.727,124.78
11,79.431,125.812
12,80.566,125.812
13,84.232,124.599
14,90.291,124.756
15,91.789,125.764
16,98.3,125.293
17,100.677,125.13
18,103.606,126.334
19,106.272,125.833
20,109.481,126.226
21,117.014,126.029
22,118.437,125.047
23,130.971,125.519
24,132.443,124.81
25,138.995,124.577
26,140.528,125.185
27,145.947,125.607
28,147.11,125.845
29,149.516,127.166
30,150.732,128.09
31,155.466,128.316
32,156.742,128.9
33,165.252,128.927
34,167.653,128.932
35,170.195,127.164
36,170.581,127.164
37,170.581,126.713
38,170.981,126.713
39,170.981,127.125
40,173.842,127.125
