0,-22.672,107.888
1,-22.386,108.156
2,-21.731,108.156
3,-21.177,107.242
4,-21.177,106.663
5,-19.699,106.663
6,-19.699,107.233
7,-6.387,107.168
8,-3.887,108.549
9,0.0,110.015
10,2.889,110.015
11,5.281,108.848
12,8.32,107.98
13,20.159,107.907
14,28.635,107.998
15,30.108,108.799
16,34.607,108.86
17,35.263,108.762
18,37.496,106.98
19,39.121,107.166
20,40.262,106.432
21,46.719,106.378
22,47.286,106.378
23,52.184,106.439
24,52.406,106.581
25,53.195,107.0
26,59.093,106.826
27,61.894,107.999
28,62.232,108.073
29,65.605,108.216
30,67.467,109.038
31,69.316,109.624
32,70.767,109.597
33,73.872,107.983
34,74.791,107.983
35,75.729,108.947
36,78.684,108.947
37,80.625,108.546
38,89.799,108.546
