0,-18.509,110.564
1,-17.962,111.181
2,-15.897,111.181
3,-14.359,109.947
4,-11.71,109.994
5,-10.432,110.798
6,-9.632,110.798
7,-8.5,110.01
8,-7.68,110.01
9,-5.895,110.691
10,-4.106,110.691
11,0.0,112.4
12,5.486,112.4
13,5.659,112.4
14,7.498,111.301
15,9.383,111.301
16,10.667,110.385
17,11.767,110.385
18,14.202,110.161
19,14.202,109.232
20,16.255,108.886
21,16.947,108.479
22,28.806,108.302
23,29.484,107.779
24,33.094,107.499
25,36.5,107.097
26,37.415,107.187
27,38.429,108.517
28,39.153,108.955
29,40.977,109.091
30,43.793,110.802
31,44.679,111.031
32,45.565,111.635
33,45.875,111.635
34,48.08,111.689
35,49.335,111.308
36,51.624,111.705
37,52.961,111.296
38,56.359,111.296
39,58.824,112.407
40,60.235,112.407
41,65.459,109.346
42,65.946,108.368
43,76.043,108.368
