0,-8.59,142.34
1,-8.08,142.67
2,-7.77,142.64
3,-7.77,142.39
4,-7.42,142.39
5,-7.42,142.64
6,-6.83,142.82
7,-3.25,142.87
8,-0.39,143.93
9,0.0,143.95
10,2.55,143.91
11,2.85,143.88
12,4.64,142.8
13,7.44,140.32
14,11.64,140.2
15,12.14,140.2
16,13.75,138.58
17,14.95,138.57
18,15.25,138.57
19,15.6,137.67
20,20.79,137.74
21,21.12,136.82
22,22.31,136.78
23,22.9,136.53
24,25.56,136.41
25,26.92,136.78
26,28.03,137.37
27,33.31,137.44
28,36.44,137.85
29,38.89,140.3
30,39.39,140.3
31,43.43,140.39
32,43.49,140.46
33,43.69,140.49
34,46.63,143.11
35,47.72,143.36
36,48.06,144.2
37,49.01,144.4
38,49.8,144.43
39,53.36,144.45
40,57.16,144.53
41,57.18,144.73
42,57.36,144.73
43,57.38,144.53
44,59.34,144.49
45,59.48,144.49
46,59.77,144.43
47,60.77,143.73
