0,-6.325,128.807
1,-4.319,129.672
2,0.0,129.74
3,1.116,129.2
4,1.333,129.199
5,2.041,128.792
6,25.527,128.771
7,42.86,128.593
8,48.099,128.336
9,51.299,126.052
10,54.428,127.107
11,58.653,125.193
12,71.838,125.224
13,76.693,125.633
14,78.601,126.875
15,91.577,126.796
16,94.861,126.696
17,96.757,125.654
18,97.714,125.654
19,103.661,125.698
20,105.213,126.044
21,118.938,126.525
22,134.961,126.613
23,137.404,125.446
24,143.843,125.373
25,145.043,125.577
26,145.813,126.641
27,146.765,126.686
28,149.16,128.025
29,154.256,127.923
30,157.44,129.563
31,158.283,129.842
32,158.283,130.056
33,158.583,130.056
34,166.485,130.056
35,166.485,130.231
36,166.7,130.231
37,166.7,130.037
38,169.193,130.037
39,171.901,128.139
40,172.25,128.139
41,172.25,127.753
42,172.729,127.753
43,172.729,128.176
44,173.52,128.176
