0,-17.158,112.693
1,-16.87,112.238
2,-16.139,112.238
3,-15.516,112.885
4,-12.508,112.885
5,-8.458,112.562
6,-3.787,112.708
7,0.0,114.54
8,4.074,114.54
9,6.507,113.678
10,13.185,113.887
11,14.182,113.615
12,17.183,113.494
13,20.111,111.952
14,21.487,111.801
15,23.323,110.834
16,34.281,111.547
17,34.426,111.547
18,37.003,110.992
19,38.986,110.347
20,44.325,110.347
21,44.97,111.186
22,47.789,111.616
23,51.563,113.639
24,52.514,113.644
25,52.766,113.774
26,55.453,113.929
27,71.087,113.486
28,72.08,112.507
29,73.311,112.507
30,74.619,113.4
31,81.678,113.4
