0,-0.48,139.85
1,0.0,140.244
2,0.489000000000001,140.244
3,1.757,139.547
4,1.757,138.923
5,2.872,138.923
6,2.872,139.538
7,5.15,140.227
8,8.823,140.16
9,11.247,138.57
10,12.907,138.061
11,20.634,138.102
12,24.189,136.306
13,29.881,136.462
14,32.011,136.02
15,39.084,135.578
16,42.54,135.563
17,43.479,135.743
18,44.446,136.371
19,48.439,136.56
20,49.664,138.101
21,53.436,138.588
22,54.067,139.817
23,55.122,140.583
24,58.728,141.853
25,59.323,141.869
26,60.059,142.31
27,68.269,142.021
28,68.269,142.216
29,68.451,142.216
30,68.451,142.028
31,70.974,141.983
32,74.61,139.508
33,75.933,139.33
34,75.965,139.239
35,75.965,138.938
36,76.338,138.938
37,76.338,139.324
38,77.628,140.122
39,78.087,140.122
40,78.778,139.983
41,80.983,139.983
