0,-3.155,126.038
1,-3.155,125.275
2,-2.793,125.275
3,-2.793,125.717
4,-1.226,125.717
5,0.0,126.44
6,3.859,126.44
7,7.382,125.027
8,25.859,125.168
9,30.444,123.316
10,32.061,122.314
11,37.301,122.218
12,41.15,122.929
13,60.346,123.254
14,68.432,122.833
15,69.435,122.769
16,73.834,123.254
17,104.861,123.779
18,106.445,124.878
19,111.87,125.551
20,122.228,125.61
21,125.901,127.455
22,136.698,127.23
23,141.597,124.077
24,142.0,124.077
25,142.0,123.468
26,142.519,123.468
27,142.519,124.052
28,143.544,124.622
29,148.944,124.564
