0,-29.737,109.617
1,-27.296,110.721
2,-24.177,110.668
3,-24.06,110.728
4,-20.459,108.447
5,-17.829,108.473
6,-16.685,109.686
7,-11.273,109.557
8,-2.421,109.578
9,0.0,110.76
10,2.001,110.76
11,2.998,110.15
12,3.271,109.985
13,4.047,109.618
14,5.155,109.492
15,7.302,108.155
16,8.162,107.98
17,13.556,106.765
18,18.293,106.591
19,19.989,106.645
20,22.334,106.646
21,25.44,106.218
22,28.194,106.287
23,29.147,107.4
24,32.235,107.495
25,35.626,109.546
26,37.177,109.58
27,37.338,109.688
28,37.681,109.815
29,39.613,110.425
30,43.19,110.425
31,44.46,110.0
32,46.728,110.0
33,47.88,110.163
34,67.943,110.163
